DIP编码,DIP名称,权重,DIP住院费用,DIP收入,DIP结余,结余率(%),预计结算点数,入组病例数,高倍率病例数,低倍率病例数,超支病例,服务性收入
N83.2:65.6300,其他和未特指的卵巢囊肿:腹腔镜双侧卵巢和输卵管切除术,1.495,20985.38,16937.88201,-4047.497994,-0.192872276,1495,1,0,0,1,27767.51
K92.2:45.4302,未特指的胃肠出血:内镜下结肠病损切除术,1.087,18898.93,14855.6588,-4043.271197,-0.213941805,1087,1,0,0,1,24307.69
I83.9:39.9200,下肢静脉曲张不伴有溃疡或炎症:静脉注射硬化药,0.973,36611.46,32572.43545,-4039.024548,-0.110321319,2528.490861,2,2,0,2,28119.61
M32.1,系统性红斑狼疮累及器官或系统,0.771,22161.52,18127.68148,-4033.838518,-0.182019939,1402.418526,3,1,2,2,20807.18
M25.6,关节僵硬，不可归类在他处者,0.654,20248.25,16215.38837,-4032.861626,-0.199170873,1308,2,0,0,2,15375.2
K83.8,胆道其他特指的疾病,0.561,11296.18,7278.242689,-4017.937311,-0.355689916,572.0665269,1,1,0,1,12812.12
C53.9:67.1200x001,未特指的宫颈恶性肿瘤:子宫颈活检,0.842,22971.8,18954.04092,-4017.759084,-0.17489962,1684,2,0,0,2,12932.29
I77.1:39.9008+88.4100,动脉狭窄:锁骨下动脉支架置入术+脑动脉造影术,3.993,52419.94,48423.84031,-3996.099689,-0.076232435,3993,1,0,0,1,59260.35
K40.2:53.1203,双侧腹股沟疝，不伴有梗阻或坏疽:腹腔镜下双侧腹股沟斜疝修补术,0.979,17409.24,13416.22955,-3993.010447,-0.22936156,979,1,0,0,1,20906.04
N20.2,肾结石伴有输尿管结石,0.424,39593.33,35605.53083,-3987.799174,-0.100718964,3373.529076,7,1,2,5,7509.22
D12.6:48.3600x002,未特指的结肠良性肿瘤:内镜下直肠病损切除术,0.851,22255.49,18267.72173,-3987.76827,-0.179181329,1702,2,0,0,2,17254.14
M79.3,未特指的脂膜炎,0.574,19634.77,15661.19885,-3973.571153,-0.202374214,1148,2,0,0,2,12635.29
S67:SS,腕和手挤压伤:相关手术,0.746,15604.15,11633.90596,-3970.244045,-0.254435137,819.1786751,1,1,0,1,24434.75
C34.9:32.2001+32.4100,未特指的支气管或肺恶性肿瘤:胸腔镜下肺楔形切除术+胸腔镜下肺叶切除术,6.626,76927.51,72959.16371,-3968.346286,-0.051585529,6626,1,0,0,1,94133.51
I65.0:88.4100,椎动脉闭塞和狭窄:脑动脉造影术,1.01,87793.6,83833.40679,-3960.193211,-0.045107994,6786.161856,2,1,0,1,39914.12
K21:ZLXCZ,胃-食管反流性疾病:治疗性操作,0.907,25072.97,21114.04377,-3958.926226,-0.157896182,1814,2,0,0,2,20115.85
S39.9,腹部、下背和骨盆未特指的损伤,0.587,28169.48,24217.36937,-3952.110633,-0.140297607,2428.222333,4,1,0,2,8122.39
K63.5:45.2501,结肠息肉:结肠镜下大肠活组织检查,0.687,59225.76,55279.75972,-3946.000279,-0.066626419,5496,8,0,0,4,20527.71
N84.0:67.3902,子宫体息肉:宫腔镜子宫颈病损切除术,0.64,18206.53,14275.3079,-3931.222097,-0.215923743,1186.211136,1,1,0,1,24807.23
S61.0:82.3601,手指开放性伤口不伴有指甲损害:手部肌肉清创术,0.404,22945.49,19016.41741,-3929.072593,-0.17123507,1385.218372,3,1,0,3,17837.12
S86.0:83.8800x001,跟腱损伤:跟腱修补术,1.057,27953.7,24025.64434,-3928.055664,-0.140520062,2114,2,0,0,1,27059.75
C16.0:43.5x02,贲门恶性肿瘤:贲门切除伴食管胃弓下吻合术,5.416,62623.64,58699.83883,-3923.801173,-0.062656868,5416,1,0,0,1,74818.52
D70.X,粒细胞缺乏,0.457,21307.68,17389.43824,-3918.241763,-0.183888709,1605.188659,4,1,1,2,5026.84
N18.5:97.8900x004,慢性肾脏疾病，5期:为肾透析的半永久静脉导管拔管,0.54,20376.46,16459.27232,-3917.187676,-0.192240835,1503.866578,1,1,0,1,28543.66
B17.9,未特指的急性病毒性肝炎,0.935,54562.18,50647.99609,-3914.183907,-0.071738041,4856.469012,7,0,3,6,15466.85
C20.X:48.6201,直肠恶性肿瘤:腹腔镜下直肠前切除伴结肠造口术,5.126,59279.25,55383.04923,-3896.200772,-0.065726216,5126,1,0,0,1,69365.04
N81:SS,女性生殖器脱垂:相关手术,1.614,23308.15,19422.29857,-3885.851433,-0.166716425,1614,1,0,0,1,33880.98
E53.8,其他特指的B族维生素缺乏病,0.856,41180.66,37298.60963,-3882.050366,-0.094268775,3621.716553,3,1,0,1,13920.77
K80.3:51.8600x002,胆管结石伴有胆管炎:内镜下鼻胆管引流术,2.876,62419.48,58553.04496,-3866.435041,-0.061942763,5752,2,0,0,2,57984.9
B99.X,其他和未特指的传染病,0.474,15523.65,11659.02717,-3864.622833,-0.248950655,948,2,0,0,2,11704.54
J45.9:33.2400x002,未特指的哮喘:支气管镜下诊断性支气管肺泡灌洗[BAL],1.136,18815.44,14952.01648,-3863.423522,-0.205332616,1136,1,0,0,1,21876.84
M17.1:81.5400x007,其他的原发性膝关节病:膝关节双间室置换术,3.296,361671.19,357807.9407,-3863.249265,-0.010681662,36256,11,0,0,4,108863.35
T83,,0,3857.64,0,-3857.64,-1,0,1,0,0,1,4611.94
L04.0,面、头和颈部急性淋巴结炎,0.259,20239.87,16389.23256,-3850.637438,-0.190250107,1295,5,0,0,5,7598.87
D02.2:32.3001,支气管和肺原位癌:胸腔镜下肺叶部分切除术,3.82,47754.94,43913.05529,-3841.884712,-0.080449996,3820,1,0,0,1,54298.1
N30,,0,3835.58,0,-3835.58,-1,0,1,0,0,1,4369.18
E06.0,急性甲状腺炎,0.276,8263.88,4430.295988,-3833.584012,-0.463896379,276,1,0,0,1,10790.38
T42.4,苯并二氮杂类中毒,0.52,17797.5,13965.85942,-3831.640584,-0.215290945,1040,2,0,0,2,12822.95
G93.5,脑受压,0.768,79382.12,75552.77099,-3829.349011,-0.04823944,5237.839831,2,0,0,1,103126.07
Z47.0:78.6901,涉及骨折板和其他内固定装置的随诊医疗:骨盆内固定装置去除术,1.193,31377.38,27549.91378,-3827.466219,-0.121981702,2386,2,0,0,2,26692.42
K29.4,慢性萎缩性胃炎,0.464,68330.66,64503.85369,-3826.806307,-0.056004235,6262.949365,14,0,1,6,18492.48
K56.7:45.2501,未特指的肠梗阻:结肠镜下大肠活组织检查,0.875,28485.49,24662.3139,-3823.176097,-0.134214862,2028.219957,2,1,0,1,25057.77
E14.5,糖尿病伴有周围循环并发症,0.572,15357.44,11534.99693,-3822.443068,-0.248898454,968.4323588,1,1,0,1,18973.74
D12.2:45.2501,升结肠良性肿瘤:结肠镜下大肠活组织检查,0.727,27333.44,23522.6426,-3810.797404,-0.139418873,2181,3,0,0,2,13444.78
E10.6,1型糖尿病伴有其他特指的并发症,0.585,13875.57,10071.43911,-3804.130888,-0.274160333,839.6485035,2,0,1,2,6816.75
I26.0,肺栓塞提及急性肺源性心脏病,0.461,11824.94,8035.972788,-3788.967212,-0.320421686,725.1039481,1,1,0,1,14762.37
I71.0,主动脉夹层[任何部分],0.717,101617.98,97831.62741,-3786.352589,-0.037260656,8567.72711,4,0,0,2,23536.69
S62.6:78.5900x031,其他手指骨折:指骨钢针内固定术,0.656,16667.37,12892.84519,-3774.524812,-0.226461932,1015.825258,1,1,0,1,20826.67
I09.9,未特指的风湿性心脏病,0.511,26743.18,22969.63863,-3773.541368,-0.141102942,2233.859399,5,0,1,5,12363.28
I83.9:38.5901,下肢静脉曲张不伴有溃疡或炎症:大隐静脉高位结扎和剥脱术,1.018,48168.14,44400.66191,-3767.478089,-0.078215146,4072,4,0,0,2,37505.78
I21.0:88.5500,前壁急性透壁性心肌梗死:单根导管的冠状动脉造影术,1.726,27379.12,23611.81582,-3767.304181,-0.137597709,1726,1,0,0,1,30085.82
K80.1:51.2300+54.5101,胆囊结石伴有其他胆囊炎:腹腔镜下胆囊切除术+腹腔镜下肠粘连松解术,1.793,164253.1,160521.5274,-3731.572591,-0.02271843,16137,9,0,0,5,62518.32
I48.1:37.3401,持续心房颤动:经导管心脏射频消融术,7.821,164859.11,161127.666,-3731.44397,-0.022634139,15642,2,0,0,2,92784.05
M48.0:80.5900x001,椎管狭窄:椎间盘射频消融术,0.661,24130.96,20413.57783,-3717.382174,-0.154050323,1759.462762,1,1,0,1,30083.7
N13.6:98.5103,肾积脓:输尿管体外冲击波碎石术,0.492,13909.94,10192.64157,-3717.298428,-0.267240436,1006.343842,2,1,0,1,14582.11
C32:SS,喉恶性肿瘤:相关手术,2.827,49285.44,45571.68954,-3713.750463,-0.075351878,4069.990953,2,0,1,2,53654.84
D26.1:68.2906,子宫体良性肿瘤:子宫病损切除术,1.317,18748.64,15035.82029,-3712.819708,-0.198031415,1317,1,0,0,1,25785.91
N21,,0,3712.67,0,-3712.67,-1,0,1,0,0,1,4154.97
N18.5:34.9101,慢性肾脏疾病，5期:胸腔穿刺抽液术,1.025,16311.26,12600.13348,-3711.126516,-0.227519304,1025,1,0,0,1,18832.16
S32.8,腰椎和骨盆其他和未特指部位的骨折,0.471,26198.86,22490.39395,-3708.466051,-0.141550665,2094.350858,5,0,1,4,11194.38
B08.5,肠病毒性水疱性咽炎,0.179,49801.52,46102.44372,-3699.076276,-0.074276373,3769.738461,21,1,0,18,20726.97
S12.9,颈部部位未特指的骨折,0.512,10560.27,6861.667839,-3698.602161,-0.350237462,547.2508664,1,1,0,1,12444.35
I21.0:36.0601,前壁急性透壁性心肌梗死:冠状动脉药物涂层支架置入术,3.288,240253.65,236560.1761,-3693.47391,-0.015373227,23016,7,0,0,3,82170.75
I21.1:17.5500x003,下壁急性透壁性心肌梗死:经皮冠状动脉血栓抽吸术,3.166,37755.28,34067.13049,-3688.149508,-0.097685662,3166,1,0,0,1,45546.46
S36.0,脾损伤,0.906,15709.59,12023.5312,-3686.058804,-0.234637492,906,1,0,0,1,18560.11
D62.X,急性出血后贫血,0.607,14476.4,10806.90352,-3669.496483,-0.253481286,845.0593926,1,1,0,1,17935.1
N13.6:59.8x03,肾积脓:经尿道输尿管支架置入术,1.478,65444.96,61791.96086,-3652.999136,-0.055817883,5912,4,0,0,2,30679.2
L89.3,受压区Ⅳ期褥疮,1.052,39628.27,35981.01422,-3647.255783,-0.092036715,2922.92482,2,1,1,1,9161.57
S83.4:80.2600+81.4600x001,累及膝关节（腓)（胫)副韧带的扭伤和劳损:关节镜膝关节检查+副韧带修补术,1.95,27871.74,24225.04011,-3646.699894,-0.130838616,1950,1,0,0,1,33113.83
S51:SS,前臂开放性伤口:相关手术,1.275,31827.88,28185.54552,-3642.334476,-0.114438488,1917.504497,1,1,0,1,38875.09
S62.7:79.3400x004,手指多处骨折:指骨骨折切开复位钢针内固定术,1.033,17247.14,13605.72446,-3641.415536,-0.211131558,1033,1,0,0,1,23066.64
N18.9:39.9500,未特指的慢性肾病:血液透析,1.048,52267.47,48628.4551,-3639.014896,-0.069622939,4564.277816,5,0,1,3,20403.78
Z51.1:45.4200x003,为肿瘤化学治疗疗程:纤维结肠镜下结肠息肉切除术,0.987,14026.99,10395.25868,-3631.731323,-0.258910238,987,1,0,0,1,17157.79
I46.1,被描述为心脏性猝死,0.527,170150.26,166530.0372,-3620.222774,-0.021276622,15538.08664,4,0,1,1,149074.94
N36.2:58.3906,尿道肉阜:尿道口病损切除术,0.816,22587.26,18981.87658,-3605.383421,-0.159620221,1632,2,0,0,2,16549.1
J03,,0,3603.61,0,-3603.61,-1,0,1,0,0,1,4694.41
M79:SS,其他软组织疾患，不可归类在他处者:相关手术,0.765,48061.25,44458.85253,-3602.397474,-0.074954303,4406.004218,6,1,2,2,16272.56
C20.X:43.4105,直肠恶性肿瘤:内镜下胃息肉切除术,1.004,25294.43,21697.03685,-3597.393148,-0.142220764,2008,2,0,0,2,19124.26
K22.8:43.4100x011,食管其他特指的疾病:胃镜下贲门病损切除术,0.607,11345.02,7757.876423,-3587.143577,-0.316186624,607,1,0,0,1,14093.12
K56.0,麻痹性肠梗阻,0.512,15814.43,12230.55287,-3583.877127,-0.226620696,1024,2,0,0,2,10686.24
O:SS,妊娠、分娩和产褥期:手术操作,1.315,51564.26,47990.68389,-3573.576113,-0.069303353,2630,2,0,0,2,44721.93
S61.9:04.7408,腕和手部位未特指的开放性伤口:指神经吻合术,0.776,22121.88,18549.93852,-3571.941483,-0.161466452,1442.941424,1,1,0,1,28732.28
G35.X:03.3101,多发性硬化:腰椎穿刺术,1.051,38326,34759.91565,-3566.084351,-0.093046088,2793.30026,1,1,0,1,57139.2
G43.0,偏头痛不伴有先兆[普通偏头痛],0.294,24117.88,20562.14678,-3555.73322,-0.147431417,1712.802173,4,1,1,3,8462.06
M72:SS,成纤维细胞疾患:相关手术,2.058,16761.74,13210.01154,-3551.728456,-0.211894974,989.0060498,2,0,2,2,10067.42
D06.9:67.2x00+68.2915,宫颈未特指的原位癌:子宫颈锥形切除术+宫腔镜子宫内膜病损切除术,1.166,54614.06,51074.10609,-3539.953907,-0.06481763,4664,4,0,0,3,33010.42
H02,,0,3537.16,0,-3537.16,-1,0,1,0,0,1,3967.66
M06.1,成年型斯蒂尔病,0.853,30576.35,27051.61087,-3524.739126,-0.115276648,2559,3,0,0,2,14442.37
N60.2:85.2100x003,乳房纤维囊性乳腺病:乳房病损切除术,0.572,68149.18,64627.08643,-3522.093573,-0.051682112,6340.109225,11,1,0,5,27804
K62.1:43.4101,直肠息肉:内镜下胃病损氩离子凝固术,0.666,11853.83,8337.402108,-3516.427892,-0.296649091,666,1,0,0,1,14571.33
T50.9,其他和未特指的药物、药剂和生物制品中毒,0.35,21468.15,17952.25693,-3515.893066,-0.163772522,1488.053289,5,1,1,2,4987.8
Z51.1:50.1100x005,为肿瘤化学治疗疗程:经皮肝穿刺活检,1.855,25355.79,21845.65136,-3510.138644,-0.138435389,1855,1,0,0,1,27510.09
C73.X:06.2x00,甲状腺恶性肿瘤:单侧甲状腺叶切除术,1.422,34507.6,30999.23468,-3508.365317,-0.101669352,2844,2,0,0,2,31144.27
K80.2:51.2300,胆囊结石不伴有胆囊炎:腹腔镜下胆囊切除术,1.436,24494.65,20989.28491,-3505.365092,-0.143107376,1436,1,0,0,1,29572.55
G93:SS,脑的其他疾患:相关手术,7.963,243587.76,240091.1894,-3496.57063,-0.01435446,23889,3,0,0,2,137761.78
S06.7:01.2408,颅内损伤伴有延长的昏迷:颅内血肿清除术,4.899,96037.46,92541.47071,-3495.98929,-0.036402351,9798,2,0,0,1,93252.2
I67:SS,其他脑血管病:相关手术,7.511,78117.23,74625.50676,-3491.723239,-0.044698503,7116.172644,5,0,5,5,30724.9
K92.9,消化系统未特指的疾病,0.322,25222.38,21730.81218,-3491.567818,-0.138431338,1768.720019,6,0,1,5,8441.59
C15.1:40.5911+40.5913+42.4103+42.5200x005+43.8201,胸部食管恶性肿瘤:腹腔镜腹腔淋巴结清扫术+胸腔镜胸内淋巴结清扫术+胸腔镜食管部分切除术+胸内食管-胃颈部吻合术+腹腔镜胃部分切除术,8.962,96584.54,93097.99252,-3486.547485,-0.036098401,8962,1,0,0,1,114794.64
K29.0:44.1401,急性出血性胃炎:胃镜下活组织检查,0.673,12027.29,8540.834931,-3486.455069,-0.28987869,673,1,0,0,1,14972.09
G47.9,未特指的睡眠障碍,0.52,28295.61,24819.93877,-3475.671235,-0.122834293,2290.632467,5,0,1,4,16747.23
D34.X:06.1101,甲状腺良性肿瘤:超声引导下经皮甲状腺活组织检查术,0.968,17039.19,13565.92405,-3473.265954,-0.203839851,968,1,0,0,1,19146.39
J38.0,声带和喉麻痹,0.497,10455.53,6999.766658,-3455.763342,-0.33052015,551.7448911,1,1,0,1,12945.73
Z51.0:34.0401,放射治疗疗程:胸腔闭式引流术,3.271,46510.65,43059.17312,-3451.476885,-0.074208313,3271,1,0,0,1,78525.16
K25.9:44.1300x001,胃溃疡:未特指为急性或慢性，不伴有出血或穿孔:胃镜检查,0.646,17102.96,13653.46397,-3449.496033,-0.201690002,928.6104978,2,0,1,2,7841.41
C76.0:27.9900x005,头、面和颈部恶性肿瘤:面部病损切除术,0.735,12434.71,8989.188949,-3445.521051,-0.277088975,735,1,0,0,1,17188.51
D12.5:45.4201,乙状结肠良性肿瘤:内镜下乙状结肠息肉切除术,0.713,19753.8,16325.10244,-3428.697561,-0.173571544,1426,2,0,0,1,11705.59
D17.2:83.3200,四肢皮肤和皮下组织良性脂肪瘤样肿瘤:肌肉病损切除术,0.848,15212.25,11790.37878,-3421.871219,-0.224941821,848,1,0,0,1,18893.05
I25.1:88.5701,动脉硬化性心脏病:多根导管冠状动脉造影,1.009,25713.54,22299.27958,-3414.260415,-0.132780645,2018,2,0,0,2,13094.33
K25.0,胃溃疡:急性，伴有出血,0.484,16922.49,13508.71703,-3413.77297,-0.201729945,1245.359294,2,1,0,1,7106.07
A09.9:44.1401,未特指病因的胃肠炎和结肠炎:胃镜下活组织检查,0.641,104789.62,101382.6122,-3407.007762,-0.032512836,10215.79225,14,1,0,6,27816.21
M22.4,髌骨软骨软化,0.538,17133.19,13729.46116,-3403.728838,-0.198662878,1180.549464,1,1,0,1,19515.99
D25.2:68.4901,子宫浆膜下层平滑肌瘤:经腹全子宫切除术,1.469,22080.74,18690.6724,-3390.067603,-0.153530525,1469,1,0,0,1,32632.21
I21.9:96.0400,未特指的急性心肌梗死:气管内插管,2.045,54979.21,51610.04938,-3369.160622,-0.06128063,5049.12868,3,0,1,1,40135.81
N43.3:63.1x02,未特指的鞘膜积液:精索鞘膜积液切除术,0.572,17415.58,14055.25537,-3360.324625,-0.192949338,1320.199071,2,1,0,1,10309.41
I44.1,二度房室传导阻滞,0.459,21243.16,17884.57839,-3358.581615,-0.15810179,1609.077282,2,1,0,2,19173
R91.X:33.2600x002,肺诊断性影像检查的异常所见:经皮针吸肺活检,1.285,43033.73,39678.8225,-3354.907503,-0.077959952,3855,3,0,0,2,26683.58
S72.0:00.8600x001,股骨颈骨折:股骨头表面置换术,2.785,33913.38,30561.13693,-3352.24307,-0.098847212,2785,1,0,0,1,40038.86
D46.9:41.3800x001,未特指的骨髓增生异常综合征:骨髓穿刺术,1.659,39164.07,35818.66929,-3345.400713,-0.08542015,3318,2,0,0,1,41127.16
N92:SS,月经过多、月经频繁和月经不规则:相关手术,0.738,14972.38,11631.34925,-3341.030753,-0.22314627,763.8088067,1,1,0,1,23159.64
C50.2:85.4301,乳房上内象限恶性肿瘤:单侧乳腺改良根治术,1.924,25489.03,22159.21543,-3329.814573,-0.130637163,1924,1,0,0,1,33926.23
D12.6:45.2302,未特指的结肠良性肿瘤:电子结肠镜检查,0.671,22725.79,19402.74666,-3323.043337,-0.146223447,1608.516788,1,1,0,1,29479.69
S83.0:81.9600x026,髌骨脱位:膝关节镜下髌骨内侧支持带紧缩缝合术,1.855,26088.04,22766.6755,-3321.364504,-0.127313685,1855,1,0,0,1,31663.04
Q28.3,大脑血管的其他畸形,0.523,15383.77,12068.06327,-3315.706732,-0.215532781,1046,2,0,0,2,10806.12
K52.9:44.1300x001,未特指的非感染性胃肠炎和结肠炎:胃镜检查,0.563,23591.52,20288.40957,-3303.110433,-0.140012616,1724.293436,3,1,0,2,13503.42
J44:ZDXCZ,其他慢性阻塞性肺病:诊断性操作,1.346,44134.82,40835.89975,-3298.920252,-0.07474643,4038,3,0,0,2,16462.06
Z51.5:44.1300x001,姑息性医疗:胃镜检查,0.842,59619.8,56326.43395,-3293.366045,-0.055239468,5404.326936,6,1,0,2,23583.39
S06:ZLXCZ,颅内损伤:治疗性操作,2.613,41736.61,38447.0015,-3289.608495,-0.078818296,3535.988987,3,0,2,3,15794.89
J98.5,纵隔疾病，不可归类在他处者,0.544,59983.63,56697.35107,-3286.278927,-0.054786263,5021.91136,2,0,0,1,61493.47
D12.3:45.4300x008,横结肠良性肿瘤:结肠镜下结肠病损电凝术,0.761,44073.91,40790.39564,-3283.514364,-0.074500183,3805,5,0,0,3,22225.98
H34.1,视网膜中央动脉阻塞,0.454,14058.53,10782.89934,-3275.63066,-0.232999514,908,2,0,0,2,8490.87
C77.0:40.1101,头、面和颈部淋巴结继发性和未的恶性肿瘤:颈淋巴结活组织检查,1.173,28335.8,25063.25205,-3272.547948,-0.115491638,2346,2,0,0,2,20708.36
T17:ZLXCZ,呼吸道内异物:治疗性操作,0.808,59417.48,56148.67029,-3268.809712,-0.055014277,5656,7,0,0,2,27502.55
K62:SS,肛门和直肠的其他疾病:相关手术,1.367,20140.68,16873.40272,-3267.27728,-0.162222789,1367,1,0,0,1,25524.98
H11.0:11.3201,翼状胬肉:翼状胬肉切除伴自体干细胞移植术,0.195,67178.5,63915.85686,-3262.643145,-0.048566776,5655,29,0,0,26,34512.22
D44:SS,内分泌腺动态未定或动态未知的肿瘤:相关手术,2.679,31177.79,27915.45005,-3262.339953,-0.104636665,2679,1,0,0,1,38480.29
J34.2:21.8400x003,鼻中隔偏曲:鼻中隔成形术,0.924,72293.15,69033.02493,-3260.125073,-0.045095906,6468,7,0,0,4,34359.48
D34.X:06.2x00,甲状腺良性肿瘤:单侧甲状腺叶切除术,1.31,19700.55,16441.36763,-3259.18237,-0.165436111,1310,1,0,0,1,27000.45
K29.3,慢性浅表性胃炎,0.407,13622.5,10367.99233,-3254.507668,-0.238906784,814,2,0,0,2,7061.03
N30:ZDXCZ,膀胱炎:诊断性操作,1.047,16183.71,12940.19784,-3243.512157,-0.200418332,1047,1,0,0,1,18989.51
C79:ZLXCZ,其他和未特指部位的继发性恶性肿瘤:治疗性操作,2.788,69611.6,66370.66085,-3240.939146,-0.046557458,6583.691804,3,0,1,2,22197.68
D25.9:66.5102+68.4100,未特指的子宫平滑肌瘤:腹腔镜双侧输卵管切除术+腹腔镜经腹全子宫切除术,1.771,93325.91,90088.83989,-3237.070109,-0.034685653,8855,5,0,0,4,54121.14
G93.2,良性颅内高压,0.627,9970.49,6735.138572,-3235.351428,-0.324492721,627,1,0,0,1,12344.39
D24.X:85.2200,乳房良性肿瘤:乳房象限切除术,0.872,15074.95,11844.506,-3230.443996,-0.214292187,872,1,0,0,1,19958.05
S02.1,颅底骨骨折,0.569,20858.35,17636.5039,-3221.846101,-0.154463134,1707,3,0,0,1,8003.54
E87:ZLXCZ,液体-电解质及酸碱平衡的其他紊乱:治疗性操作,1.423,9866.35,6647.093656,-3219.256344,-0.326286453,555.7217059,1,0,1,1,11230.55
I20.0:88.5600,不稳定性心绞痛:用两根导管的冠状动脉造影术,0.936,42041.04,38822.13408,-3218.905925,-0.076565802,3744,4,0,0,3,15030.1
O00.1:66.4x00,输卵管妊娠:单侧输卵管全部切除术,0.808,15602.07,12389.70769,-3212.362309,-0.20589334,808,1,0,0,1,22394.88
M10.9,未特指的痛风,0.327,10944.79,7743.969757,-3200.820243,-0.292451499,654,2,0,0,1,10005.77
N80.8:54.3x01,其他的子宫内膜异位症:腹壁病损切除术,0.737,27883.26,24683.69157,-3199.568426,-0.114748721,2211,3,0,0,3,21161.86
G81.1,痉挛性偏瘫,2.258,16203.02,13004.97574,-3198.044256,-0.197373345,1251.281137,2,0,2,2,13492.29
E11:ZLXCZ,2型糖尿病:治疗性操作,1.507,125108.15,121918.7497,-3189.400309,-0.025493146,12338.57689,10,0,3,7,43862.59
K28:ZDXCZ,胃空肠溃疡:诊断性操作,0.965,15794.24,12617.56918,-3176.67082,-0.201128438,965,1,0,0,1,17565.74
S04.5,面神经损伤,0.528,18373.62,15198.23892,-3175.381078,-0.172822834,1314.971146,1,1,0,1,23763.42
L02.2,躯干皮肤脓肿、疖和痈,0.445,15686.13,12510.91604,-3175.213963,-0.202421755,970.3746023,3,0,1,2,7596.72
